Cromossomo          |            Fitness
1,0,1,1,1,0,1,1,                    900
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,1,0,0,                    848
1,1,0,1,1,1,0,0,                    848
1,0,0,1,1,1,0,1,                    453
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,1,0,0,                    848
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,1,1,                    850
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,0,0,0,                    840
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,1,0,0,                    848
1,1,0,1,1,0,0,1,                    845
1,1,0,1,1,0,0,0,                    840
1,1,0,1,1,1,0,1,                    853
1,1,0,1,1,0,0,0,                    840
1,1,0,1,1,0,1,1,                    850
